หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
2061,100,ทางพาด - ห้วยตะกั่ว,514066,354634,91469,48545,37814,324485,184471,143080,151256,131838,1981658,344414,ขอนแก่น
2061,200,ห้วยตะกั่ว - พุทไธสง,3791983,3461693,209607,171497,196904,7952366,3468045,2737596,1956333,1416436,25362460,3321955,บุรีรัมย์
2062,100,บ้านทุ่ม - มัญจาคีรี,475048,512460,30113,24090,26828,220095,78293,61138,85045,72635,1585745,170273,ขอนแก่น
2062,200,บ้านทุ่ม - มัญจาคีรี,39888788,43030241,2528486,2022789,2252652,18480937,6574065,5133594,7141059,6099016,133151627,14297441,ขอนแก่น
2063,100,บรบือ - โคกสี,30685080,1970281,279803,256486,11658,3159444,1818721,676191,384729,128243,39370636,19399686,มหาสารคาม
2065,100,พล - ลำชี,41548954,8213445,433554,1228404,373338,5311040,3299830,1336792,1035713,469684,63250754,30348801,ขอนแก่น
2065,200,ลำชี - คอนสวรรค์,881782,838480,736130,606225,275557,3668841,1228196,968385,799115,842416,10845127,2759504,ชัยภูมิ
2067,101,ดอนหวาย - โนนสูง,5452282,1738597,2599,18192,135138,12313114,706874,184515,304060,98754,20954125,3872212,นครราชสีมา
2067,102,โนนสูง - ขามสะแกแสง,2693426,895906,5706,34238,171192,9518292,422274,325265,171192,39945,14277436,4810504,นครราชสีมา
2068,100,โคกกรวด - หนองสรวง,48157598,4452716,2559924,659374,1629042,5616318,5259480,4817311,7059184,2404777,82615724,14064066,นครราชสีมา
2068,200,หนองสรวง - โนนไทย,7389969,1795167,0,0,120751,2833626,1199461,507155,1006259,555455,15407843,1940068,นครราชสีมา
2069,100,บำเหน็จณรงค์ - ซับใหญ่,3571032,3809470,865032,221803,160807,5367637,1779971,604414,510147,404791,17295104,5711432,ชัยภูมิ
2072,100,หนองปล้อง - พระบึง,22115350,6180180,424130,145416,133298,6543720,4744197,533192,60590,30295,40910368,13905405,นครราชสีมา
2073,101,นางรอง - บัวตารุ่ง,3773918,928013,120642,15467,0,3476954,726943,157762,290777,89708,9580184,2552034,บุรีรัมย์
2073,102,บัวตารุ่ง - ลำปลายมาศ,15585500,3832500,498225,63875,0,14359100,3002125,651525,1200850,370475,39564175,10539375,บุรีรัมย์
2073,103,ลำปลายมาศ - หนองโดนน้อย,3875125,816918,235649,115206,10473,13589120,1298690,251359,994964,141390,21328894,11908153,บุรีรัมย์
2073,200,หนองโดนน้อย - ชุมพวง,3391071,619078,184800,92400,0,10441172,776158,258719,1358276,314159,17435833,5654865,นครราชสีมา
2074,101,บุรีรัมย์ - คูเมือง,37414468,29207507,10461621,4895833,2576754,114304807,6029604,4328947,2383497,1752193,213355231,60966000,บุรีรัมย์
2074,102,คูเมือง - ลำน้ำมูล,6736469,2984663,797109,191786,335625,18099766,1618191,731183,1294553,557377,33346722,6628590,บุรีรัมย์
2074,103,ลำน้ำมูล - พุทไธสง,4797991,2125800,567734,136598,239046,12891399,1152542,520778,922034,396987,23750909,4721155,บุรีรัมย์
2076,100,ท่าตูม - หนองฮู,26176816,15474482,1412555,979881,1336201,27551195,11911279,2252453,1590716,1170767,89856345,26787651,สุรินทร์
2076,200,หนองฮู - ส้มป่อยน้อย,6238475,1528270,384027,125396,39186,16097773,1081545,376189,235118,227281,26333260,7649185,ศรีสะเกษ
2077,101,สุรินทร์ - ลำดวน,49920671,18775319,1769146,209780,181809,20013022,4090712,1706211,1524402,601370,98792442,33984376,สุรินทร์
2077,102,ลำดวน - สังขะ,67194088,25271905,2381301,282368,244719,26937874,5506169,2296590,2051872,809454,132976340,45743559,สุรินทร์
2077,103,สังขะ - บัวเชด,29326036,8673898,1231185,381270,119147,8435604,5679338,2446484,2096986,1088209,59478157,19039683,สุรินทร์
2079,101,รัตนบุรี - ห้วยจริง,10139682,2469700,1165281,165226,17392,15774771,1269634,313061,191315,78265,31584327,10852764,สุรินทร์
2079,102,ห้วยจริง - ศีขรภูมิ,7001807,1705414,804667,114095,12010,10893034,876727,216179,132110,54045,21810088,7494215,สุรินทร์
2081,100,ตาฮะ -  ลำพังชู,29903628,9065368,1692202,1208716,1426285,51829731,6043579,3311881,4665643,4496423,113643456,27824637,สุรินทร์
2081,200,ลำพังชู - พุทไธสง,3470076,3127238,0,0,0,4438361,2455461,1626164,1399149,977551,17494000,3104073,บุรีรัมย์
2083,101,ส้มป่อยน้อย - หัวช้าง,6905212,4291657,171381,139247,74979,12682167,856903,403459,799776,160669,26485450,4223819,ศรีสะเกษ
2083,102,หัวช้าง - สะเดา,13705637,22967854,785673,261891,165864,1091213,1745941,864241,846781,296810,42731905,16254711,ศรีสะเกษ
2083,200,สะเดา - คำเขื่อนแก้ว,47918097,41164077,708877,718722,738413,22388690,19119980,679340,669495,649804,134755495,17721918,ยโสธร
2085,100,กันทรลักษ์ - กันทรารมย์,79284342,31702002,16154136,10854171,9309163,21043402,13513932,10521701,15626095,9054921,217063865,43358013,ศรีสะเกษ
2086,100,กู่พระโกนา - บ้านด่าน,22418012,10863227,826028,1142992,806818,22177887,11362685,835633,826028,681953,71941263,17509869,ร้อยเอ็ด
2086,201,บ้านด่าน - เมืองน้อย,35290273,54778178,3836997,1110710,555355,1691308,2827261,4316621,807789,126217,105340709,38571915,ศรีสะเกษ
2086,202,เมืองน้อย - กันทรารมย์,8390635,5086359,779661,275798,365963,2280640,1193358,806180,503862,466736,20149192,4635534,ศรีสะเกษ
2087,100,เหล่าผักใส - ท่าห้วยหลัว,1706552,165982,9669,0,6446,386754,117638,46733,12892,1611,2454277,1766177,สกลนคร
2088,100,ทางเข้าบ้านมาย,157906,154692,22711,20140,28496,329738,50993,49493,37495,27210,878874,264391,สกลนคร
2089,100,มวกเหล็ก - แสลงพัน,6686639,3972718,265618,242521,259844,6490313,987405,1068246,565881,398427,20937612,4706055,สระบุรี
2089,200,แสลงพัน - คลองท่าข้าม,17042230,26182414,2962457,667687,726029,24360859,5004413,3461602,1931755,1283515,83622961,15201228,สระบุรี
2089,301,คลองท่าข้าม - น้ำตกวังก้านเหลือง,20667994,7989383,5264322,4220305,4653838,23446140,5750940,7794736,5494360,3831011,89113029,12298164,ลพบุรี
2089,302,น้ำตกวังก้านเหลือง - ลำนารายณ์,10209780,4267872,2101743,1733823,1853397,11446911,3366468,2911167,2083347,1430289,41404797,5371632,ลพบุรี
2090,100,ปางแก - อุทยานแห่งชาติเขาใหญ่,92326787,49930686,12119351,12050147,16211037,16366746,12880595,12301011,9299288,8287179,241772827,34082970,นครราชสีมา
2091,101,สว่างแดนดิน - โคกสี,10511270,1879020,754820,72270,56210,26515060,1011780,401500,313170,136510,41651610,17095870,สกลนคร
2091,102,โคกสี - หนองแวง,12625430,1757632,67085,80502,174421,22902879,1891802,1033112,1220950,254924,42008737,9593180,สกลนคร
2092,100,เหล่าอุดม  - ท่าห้วยหลัว,2273056,1559061,375968,382867,293186,7460728,965790,662256,455301,365621,14793834,4280519,อุดรธานี
2092,200,ท่าห้วยหลัว - กุดเรือคำ,8366024,6167580,109425,59686,0,7231985,3083790,1581686,964928,865451,28430555,8724142,สกลนคร
2094,101,พรรณานิคม - ผาอินทร์,2525435,1247205,254405,62050,31025,8823510,409530,161330,192355,124100,13830945,4777850,สกลนคร
2094,102,ผาอินทร์ - ท่าก้อน,62703296,34305496,4528666,425627,289426,10708763,3728488,919353,1089604,834228,119532947,47363717,สกลนคร
2094,200,ท่าก้อน - เซกา,7387180,4156092,2023445,1631603,1252609,6487871,2273967,1991327,1535249,1336116,30075459,8858193,บึงกาฬ
2095,100,พรเจริญ - โซ่พิสัย,10601243,1234978,1124930,1076020,1039338,26411400,2335453,1308343,1198295,1100475,47430475,20823433,บึงกาฬ
2095,200,โซ่พิสัย - ปากคาด,48657867,18868605,261200,211448,211448,2201545,1467696,945296,460210,335829,73621144,32637588,บึงกาฬ
2096,101,หนองเม็ก - บ้านดุง,47318600,38558600,1883400,1985600,2058600,61363800,9738200,3372600,2715600,2014800,171009800,39785000,อุดรธานี
2096,102,บ้านดุง - หนองกา,15379823,7125984,1722540,1158613,2019883,30769898,5946865,5629015,3885968,3393814,77032403,14918428,อุดรธานี
2096,200,หนองกา - คำตากล้า,20769648,24197252,387646,244829,693682,32072581,5896295,1938228,2142253,81610,88424024,47231568,สกลนคร
2097,100,นาคำไฮ - หนองแวง,18510975,13819995,1195740,425408,206955,15533123,3345773,1828103,2667420,1092263,58625755,12336818,หนองบัวลำภู
2097,200,หนองแวง - ข้าวสาร,5484841,3551823,242622,71593,59661,1670510,600588,540927,771617,182961,13177143,4581971,อุดรธานี
2098,100,บ้านผือ - ข้าวสาร,12981222,1108274,367768,193824,74548,2027695,795174,437346,904511,243522,19133884,7564096,อุดรธานี
2099,100,อาฮี - ท่าลี่,1178406,34157,491856,75145,40988,300579,4098804,170784,280085,95639,6766443,2776940,เลย
2101,101,ห้วยผึ้ง - น้ำปุ้น,5865550,2690050,51100,47450,7300,8259950,525600,178850,62050,18250,17706150,8322000,กาฬสินธุ์
2101,102,น้ำปุ้น - นาคู,6158828,2824553,53655,49823,7665,8672948,551880,187793,65153,19163,18591461,8738100,กาฬสินธุ์
2104,101,จอมมณี - ดอนพัฒนา,3126280,2325926,264607,225406,336475,5066729,944091,388743,284207,235206,13197670,3782897,นครพนม
2104,102,โสกแมว - ดอนสวรรค์,1461143,1087078,123670,105349,157260,2368059,441244,181689,132831,109929,6168252,1768029,นครพนม
2104,200,ดอนพัฒนา - โสกแมว,6008745,4470456,508577,433232,646709,9738310,1814553,747169,546250,452069,25366070,7270769,มุกดาหาร
2108,101,ธาตุจอมศรี - ชมเจริญ,7219700,1481900,131400,204400,36500,14760600,1992900,817600,532900,189800,27367700,12731200,เลย
2108,102,ชมเจริญ - ปากชม,18641033,3678539,294904,527723,294904,19044586,1878072,869191,512202,93128,45834282,16080025,เลย
2109,100,คำแก่นคูน -  เขื่อนอุบลรัตน์,48409144,40997702,7282547,6960311,8092742,29912763,22980073,23182622,22492115,23965196,234275215,32472243,ขอนแก่น
2111,101,พยุห์ - โพนปลัด,6099150,8745400,284700,160600,51100,5420250,1073100,164250,445300,40150,22484000,7526300,ศรีสะเกษ
2111,102,โพนปลัด - ขุนหาญ,17621664,25267210,822555,464006,147638,15660186,3100401,474551,1286561,116001,64960773,21744986,ศรีสะเกษ
2112,101,เขมราฐ - ปากแซง,3585760,3755120,782560,1179680,969440,8520560,1693600,1208880,753360,560640,23009600,7580320,อุบลราชธานี
2112,102,ปากแซง - หนามแท่ง,13485595,14122537,2943110,4436629,3645943,32044761,6369418,4546447,2833293,2108497,86536230,28508636,อุบลราชธานี
2112,200,หนามแท่ง - โขงเจียม,11656508,6576100,692221,271944,383194,1384442,2534023,284305,185416,37083,24005236,8887624,อุบลราชธานี
2113,100,ด่านซ้าย - เหมืองแพร่,11783146,6775959,0,0,0,10911766,3420494,2289000,2562119,234102,37976586,15931958,เลย
2114,100,ด่านซ้าย - ปากหมัน,10257489,15508463,899608,146675,29335,7822680,743155,244459,870273,342242,36864379,16613417,เลย
2115,101,ปากภู - โคกใหญ่,7554515,6702878,0,0,180347,8917133,4949510,3657026,2584967,1011944,35558320,9287845,เลย
2115,102,โคกใหญ่ - ปากห้วย,3089771,1442365,226253,374732,113127,5705825,1159548,664619,494929,296957,13568126,6016923,เลย
2116,100,สี่แยกยางตลาด - ร่องคำ,81826430,70185850,1129821,0,445081,18025781,9261109,4844536,2807434,1746087,190272129,42676421,กาฬสินธุ์
2116,200,ร่องคำ - โพนทอง,22335247,5626436,284163,104193,189442,33985949,3646764,1335568,1932311,1771286,71211359,6800979,ร้อยเอ็ด
2116,300,โพนทอง - ห้วยคล้อ,25338734,17062030,2188625,1772478,2234864,27203689,8507896,3745324,1371744,1078900,90504284,22764787,ร้อยเอ็ด
2116,401,ห้วยคล้อ - เลิงนกทา,20366124,8608160,811906,430408,674958,13548070,1975964,1848798,1966182,3169368,53399938,18448852,ยโสธร
2116,402,เลิงนกทา - ดอนตาล,11338816,4981109,941883,163018,126792,38562843,1829426,561507,470941,163018,59139353,41895658,มุกดาหาร
2117,100,ตะโก - เขาพนมรุ้ง,4129896,3653033,336867,223119,170621,1216219,1150596,708732,743731,643109,12975923,3311792,บุรีรัมย์
2120,100,ส้มป่อย - ละหานทราย,12693909,1303728,348734,26826,112668,9319239,928168,531148,815501,895978,26975899,8895394,บุรีรัมย์
2122,100,บักจรัง - มะโน,1403286,1019368,6619,6619,0,3164013,317725,66193,72812,19858,6076493,3223587,สุรินทร์
2125,100,บ้านไฮ - กันทรารมย์,23818155,16487514,5440108,5182892,4784208,42762077,7433528,6031703,5761627,4784208,122486020,33399433,ศรีสะเกษ
2126,100,ผือใหม่ - โดนเอาว์,6756159,2146894,135205,73748,45068,815328,999699,258119,143399,53263,11426882,2704103,ศรีสะเกษ
2127,100,ศิวาลัย - สำโรงเกียรติ,9394441,434618,4776,0,38208,1184454,277009,33432,19104,9552,11395594,11395596,ศรีสะเกษ
2128,100,ขุนหาญ - กันทรอม,1261516,6323298,0,0,0,133618,70739,0,0,0,7789171,6280068,ศรีสะเกษ
2129,100,ทางเข้าลำนารายณ์,4726458,1795800,228198,160746,199290,3706356,440190,227322,188778,139284,11812422,2251758,ลพบุรี
2131,100,ขอนแก่น - บ้านสะอาด,7716480,5017449,1042155,37759,33228,16940310,607169,543733,469725,185776,32593784,8538122,ขอนแก่น
2131,200,บ้านสะอาด - เหล่านางาม,16270249,10579324,2197391,79616,70062,35718754,1280219,1146465,990418,391709,68724207,18002685,ขอนแก่น
2132,100,ท่าแร่ - นาเพียง,2006647,1202513,14755,103283,14755,7156059,354114,95906,125415,22132,11095579,3843615,สกลนคร
2132,200,นาเพียง - ศรีสงคราม,2307069,1382545,16964,118746,16964,8227414,407130,110264,144192,25446,12756734,4419054,นครพนม
2133,100,ศรีบุญเรือง - ภูเวียง,44174041,8587570,355076,210415,657548,3629662,2524982,1223038,1275642,762755,63400729,28498109,ขอนแก่น
2134,101,ลืออำนาจ - พนา,16869096,5490157,824430,905967,969384,19650413,4040611,1920649,733833,634177,52038717,14024361,อำนาจเจริญ
2134,102,พนา - ตระการพืชผล,19238203,16008334,1262402,1369841,698350,4687004,725210,658061,597627,530477,45775509,10629695,อุบลราชธานี
2134,103,ตระการพืชผล - ดอนใหญ่,23402997,6755639,2887807,1711777,1437370,72691721,3933167,2691802,1568040,1006159,118086479,24931836,อุบลราชธานี
2134,200,ดอนใหญ่ - โขงเจียม,8988928,3840384,1354880,654080,411136,7615360,3046144,1569792,1046528,747520,29274752,9259904,อุบลราชธานี
2135,100,ดอนใหญ่ - หนามแท่ง,12397899,3161054,1272632,780000,944211,33430537,2449474,1587369,1491579,738948,58253703,29749483,อุบลราชธานี
2138,100,บ้านใหม่ - นาด้วง,48763221,13034833,3198421,1167677,88845,10128332,5787618,1472289,1091524,329996,85062756,29839233,เลย
2140,100,วังสะพุง - นาหลวง,12423266,2679694,262881,144161,0,23116603,1051526,288322,424002,186561,40577016,18232097,เลย
2141,100,ตาดข่า - ภูป่าไผ่,17130076,1783713,658849,48208,0,2908578,2008686,546363,128556,80347,25293376,22384800,เลย
2142,100,บ้านโพธิ์ - โคกโขง,979843,837493,161330,106763,118625,676163,362993,296563,277583,310798,4128154,1164898,บึงกาฬ
2145,100,หนองยาง - บ้านซาง,1646515,1174388,379600,360620,396208,1627535,540930,543303,446030,398580,7513709,1784120,บึงกาฬ
2146,100,หนองบัวลำภู - เขื่อนอุบลรัตน์,37845437,41377392,1155913,214058,385304,7813113,3103840,749203,3489144,3660390,99793794,32515395,หนองบัวลำภู
2148,101,ด่านขุนทด - โคกสะอาด,15272476,12539210,1866793,1465256,1873837,5875113,3395449,2014727,1669547,1986549,47958957,14821628,นครราชสีมา
2148,102,โคกสะอาด - หนองสรวง,1476603,1212340,180489,141667,181170,568029,328285,194792,161418,192067,4636860,1433013,นครราชสีมา
2150,101,บ้านวัด - คง,12265003,2882653,0,192177,6863,1805090,1194242,617711,549077,295129,19807945,6012391,นครราชสีมา
2150,102,คง - โนนไทย,39146509,9858869,67992,0,135984,8652007,2158752,1053879,985887,373957,62433836,14601325,นครราชสีมา
2156,100,ยางตลาด - บ้านเสียว,7415141,663033,175907,40594,0,8054494,6177029,500657,260477,287540,23574872,5341473,กาฬสินธุ์
2157,101,ขุขันธ์ - แยกโคกตาล,3076705,681930,188533,66187,34096,7433032,365033,66187,66187,44125,12022015,5537669,ศรีสะเกษ
2157,102,แยกโคกตาล - โคกตาล,5366177,1189374,328827,115439,59469,12964181,636665,115439,115439,76960,20967970,9658420,ศรีสะเกษ
2159,100,ชัยภูมิ - ห้วยยางดำ,26253405,12599526,474459,2073562,562322,32878260,2706174,1669393,1265224,755620,81237945,13126702,ชัยภูมิ
2159,201,ห้วยยางดำ - เกษตรสมบูรณ์,6377778,4148236,0,21438,278693,22692028,2229543,1554248,439477,321569,38063010,13184315,ชัยภูมิ
2159,202,เกษตรสมบูรณ์ - หนองหล่ม,16351773,3722680,30022,0,0,20965094,2892082,1581138,1781282,740533,48064604,14410375,ชัยภูมิ
2159,203,หนองหล่ม - คอนสาร,8902016,2026652,16344,0,0,11413539,1574469,860782,969742,403151,26166695,7845106,ชัยภูมิ
2160,100,คง - บ้านเหลื่อม,4348581,722789,0,0,0,13567099,746487,343621,201433,154037,20084047,14740150,นครราชสีมา
2161,100,มอสูง - โสกแจ้ง,1891312,1460953,0,0,0,1562880,843729,33976,0,0,5792850,1562880,นครราชสีมา
2162,100,ทางเข้าเมืองจักราช,524834,221866,81102,65721,67585,333731,108136,62458,42416,27966,1535815,398986,นครราชสีมา
2164,100,ตะเคียน - ท่าขี้เหล็ก,803808,554578,273988,288843,125440,201365,265735,224472,211268,206316,3155813,670115,นครราชสีมา
2166,100,เสิงสาง - ดอนแขวน,23861868,19917445,6332500,6080460,5922935,27951214,11745055,7769127,7157930,6880687,123619221,22891515,นครราชสีมา
2166,201,ดอนแขวน - หนองกี่,4888185,3544904,213373,208524,184277,15668379,3525507,921384,674065,455843,30284441,11851909,บุรีรัมย์
2166,202,หนองกี่ - โนนศรีคูณ,24966312,4652591,194669,165469,68134,8380505,3572178,3387242,1820156,788410,47995666,20148252,บุรีรัมย์
2166,203,โนนศรีคูณ - หนองผะองค์,15239509,3994823,221935,55484,73978,16876277,1756982,2182357,628815,693546,41723706,17338641,บุรีรัมย์
2167,100,ตรางสวาย - ท่าด่าน,7455505,6350985,552260,248517,110452,17879405,3617300,1104519,497034,303743,38119720,21510511,ศรีสะเกษ
2167,200,ท่าด่าน - สำโรงทาบ,3249350,859400,57293,32739,16370,6736057,585210,118679,61386,0,11716484,13038323,สุรินทร์
2169,100,ยโสธร - กุดชุม,22271278,8893178,587768,383327,638878,30589467,5468794,2964393,2095519,1482196,75374798,21721844,ยโสธร
2169,200,กุดชุม - เลิงนกทา,17640415,7044021,465553,303622,506036,24229004,4331668,2348007,1659798,1174004,59702128,17205224,ยโสธร
2170,101,สามแยกหนองบัวใหญ่ - วัดปทุมชาติ,153118,66248,4928,913,4563,86870,26463,16790,22813,21900,404606,122823,ชัยภูมิ
2170,102,วัดปทุมชาติ - หนองจาน,9252584,4003204,297759,55141,275703,5249380,1599076,1014586,1378514,1323373,24449320,7421918,ชัยภูมิ
2171,100,ท่าโพธิ์ศรี - น้ำยืน,15800968,17796536,7115343,6771844,4956204,18189106,13854472,12284190,11891619,12071547,120731829,12709474,อุบลราชธานี
2172,101,ดอนจิก - อ่างศิลา,8704520,5982350,88330,184690,112420,12550890,594220,562100,554070,481800,29815390,9579790,อุบลราชธานี
2172,102,อ่างศิลา - โนนเรียง,8974756,6168075,91072,190424,115910,12940538,612668,579551,571271,496758,30741023,9877199,อุบลราชธานี
2173,100,นิคมลำโดมน้อย - โขงเจียม,2946682,3233097,38836,116508,82527,519432,344670,53400,4855,9709,7349716,3815637,อุบลราชธานี
2177,100,ศรีสงคราม - นาน้อย,35070716,34917527,813817,584033,679776,25142151,6050967,5514805,5361616,5074387,119209795,19809258,นครพนม
2177,200,นาน้อย - อากาศอำนวย,3107802,1400163,48281,2541,38117,505685,215996,53364,66069,53364,5491382,2909594,สกลนคร
2178,100,วารินชำราบ - หนองงูเหลือม,127553014,23137820,6155202,2997871,2678948,4401129,12039321,14797999,15866389,7191700,216819393,42767494,อุบลราชธานี
2179,100,จัตุรัส - บำเหน็จณรงค์,12171155,712786,87417,47071,6724,17153932,874171,228629,208456,33622,31523963,16071304,ชัยภูมิ
2182,101,เดชอุดม - โนนเรียง,28024967,19726435,430764,937544,354746,46674493,1533011,1292291,1089578,899536,100963365,34562437,อุบลราชธานี
2182,102,โนนเรียง - หนองแสง,9011578,3612035,174520,158655,153366,11782745,2829339,216828,163943,148078,28251087,12089477,อุบลราชธานี
2183,101,น้ำพอง - โคกท่า,4803911,4890781,0,86870,0,6280701,1276989,660212,347480,182427,18529371,4638858,ขอนแก่น
2183,102,โคกท่า - ท่าหิน,2813114,2863984,0,50870,0,3677905,747790,386612,203480,106827,10850582,2716461,ขอนแก่น
2185,100,บ้านเซือม - โคกสะอาด,13007452,13087507,328499,278810,256726,7834285,1993077,1832969,1730830,1681141,42031296,5849489,สกลนคร
2185,200,โคกสะอาด - นาหว้า,21338551,21469879,538898,457384,421156,12852039,3269617,3006961,2839404,2757890,68951779,9596008,นครพนม
2187,101,หนองเรือ -  นายม,2757962,1527277,57955,20455,85228,7997749,576138,276137,463638,156819,13919358,4564785,ขอนแก่น
2187,102,นายม -  หนองแวง,6495376,5045245,50352,0,40281,32275472,896261,2517588,1490412,1832804,50643791,20513303,ชัยภูมิ
2188,100,กันทรวิชัย - บ้านขี,24627145,18076765,619961,538387,562860,21584441,9903065,1647792,1900671,889155,80350242,13900184,มหาสารคาม
2191,100,ทางเข้าเดชอุดม,3118463,2275405,233593,220851,230407,7524870,475680,338709,256952,200677,14875607,6357969,อุบลราชธานี
2195,101,เชียงคาน - ปากคาน,11715307,1034735,105227,0,420909,9400306,4138941,5349055,3297122,1122425,36584027,15152733,เลย
2195,102,ปากคาน - อาฮี,1824550,2078187,20455,16364,0,1170003,945003,936821,900002,728184,8619569,1755005,เลย
2195,103,อาฮี - เหมืองแพร่,8765428,9983940,98267,78614,0,5620880,4539941,4500634,4323754,3498310,41409768,8431319,เลย
2196,101,นางั่ว - ทุ่งสมอ,5791455,5432295,149650,0,0,11104030,374125,269370,0,0,23120925,6764180,เพชรบูรณ์
2196,102,ทุ่งสมอ - แคมป์สน,8164437,685879,301621,0,0,5139959,297490,57845,70241,8264,14725736,3156695,เพชรบูรณ์
2197,100,กุดข้าวปุ้น - โคกเลาะ,710479,255520,32779,24881,26065,509855,33174,30410,30015,27645,1680823,566330,อุบลราชธานี
2198,100,ขามทะเลสอ - พวงพะยอม,220460,168630,2774,438,3212,200166,33872,30368,28616,12994,701530,193450,นครราชสีมา
2198,200,พวงพะยอม - โคกสูง,12691331,9707608,159692,25215,184907,11523056,1949926,1748210,1647352,748032,40385329,11136433,นครราชสีมา
