หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
12,401,บ้านกร่าง - พิษณุโลก,64317417,67629664,6857127,3688891,4829899,29754837,11997203,9814887,7555026,7499637,213944588,36213165,สุโขทัย
12,402,พิษณุโลก - ร้องโพธิ์,125792228,67117599,1067905,757060,767087,33832043,2461697,666814,100273,60164,232622870,56694241,พิษณุโลก
12,501,ร้องโพธิ์ - วังทอง,25367500,24966000,771063,1195375,625063,51141063,4101688,5301625,4434750,1939063,119843190,20198188,พิษณุโลก
12,502,วังทอง - เข็กน้อย,66391811,61416913,153863,2205367,2820819,25156573,4590241,2615668,1512984,1333478,168197717,8334237,พิษณุโลก
12,601,เข็กน้อย - แยกอนุสาวรีย์พ่อขุนผาเมือง,35697936,10100822,313690,163119,602285,47643256,3651353,665023,890880,376428,100104792,7955182,เพชรบูรณ์
12,602,แยกอนุสาวรีย์พ่อขุนผาเมือง - น้ำดุก,6946680,5241400,277400,58400,163520,13642240,1454160,405880,160600,131400,28481680,5180080,เพชรบูรณ์
12,603,น้ำดุก - ห้วยซำมะคาว,14851497,8413105,0,0,596528,34948328,3126631,617098,287979,164560,63005726,1378186,เพชรบูรณ์
12,701,ห้วยซำมะคาว - ร่องแซง,28486334,34495055,2027393,1762950,2042084,48921863,12546328,9182031,18981095,9843138,168288271,19451215,ชัยภูมิ
12,702,ร่องแซง - หนองแก,113795021,47319214,3653279,4081037,5387431,133864935,10670812,11156375,11676620,12127499,353732223,68024983,ขอนแก่น
12,703,หนองแก - บ้านฝาง,137081157,6669221,4390822,1161833,2881948,156047697,8826910,3832539,8404425,4345556,333642108,65439844,ขอนแก่น
12,801,บ้านฝาง - ขอนแก่น,131897705,64993459,2407165,1836064,784597,2215019,3362559,2631336,2236369,1809377,214173650,26468142,ขอนแก่น
12,802,ขอนแก่น - พรหมนิมิตร,9412005,8073400,698733,324683,1251263,23016405,801264,744302,806960,613290,45742305,11523392,ขอนแก่น
12,803,พรหมนิมิตร - ห้วยสีดา,51261184,27387264,364416,289664,663424,92757888,4307584,2653696,2653696,2672384,185011200,37207808,มหาสารคาม
12,901,ห้วยสีดา -ปากทางเขื่อนลำปาว,43149125,45852986,553063,450644,2058622,74376678,31084167,17657036,8654406,4025067,227861794,29312318,กาฬสินธุ์
12,902,ปากทางเขื่อนลำปาว - หนองผ้าอ้อม,59034111,42081436,16321377,13549822,14797022,93801722,31364758,26683911,18538620,12518188,328690967,59034111,กาฬสินธุ์
12,903,หนองผ้าอ้อม - สี่แยกสมเด็จ,13112472,9346997,3625253,3009644,3286668,20834945,6966642,5926947,4117740,2780501,73007809,13112472,กาฬสินธุ์
12,904,ลำน้ำพาน - บ้านหลุบ,2294293,2515395,109115,0,0,542705,439333,166544,83272,86144,6236801,1289283,กาฬสินธุ์
12,1000,สี่แยกสมเด็จ - คำพอก,47958445,17529490,818330,236885,753725,93871065,5986730,4263930,3122575,2648805,177189980,29179925,กาฬสินธุ์
12,1100,คำพอก - มุกดาหาร,77685441,71563121,6711877,7981692,16530265,120904486,11110877,11496357,12471393,12766171,349221680,66302460,มุกดาหาร
21,100,สามแยกพุแค - สะพานพุแค,388960,431049,40264,49255,76228,247970,123138,223994,389221,206924,2177003,184903,สระบุรี
21,200,สะพานพุแค - แยกมะนาวหวาน,66996697,65564663,9706004,7328641,6121241,24016977,22341592,21948485,23885942,22800217,270710459,25458370,ลพบุรี
21,301,แยกมะนาวหวาน - ม่วงค่อม,44460650,22007310,8161400,12735580,18780710,41015780,5675020,16816280,20859020,5295420,195807170,33404800,ลพบุรี
21,302,ม่วงค่อม - คลองกระจัง,90056922,73611968,9278282,6168458,27143773,64103329,27335738,24430676,21474423,20629780,364233349,44855693,ลพบุรี
21,401,คลองกระจัง - ศรีเทพ,21479900,19478667,4760828,3904160,3216016,46723523,4416756,4564216,4107794,3883094,116534954,17189538,เพชรบูรณ์
21,402,ศรีเทพ - ซับสมอทอด,33161090,30071547,7349859,6027318,4964949,72132687,6818675,7046325,6341693,5994797,179908940,26537544,เพชรบูรณ์
21,403,ซับสมอทอด - หนองไผ่,32580630,48263220,203670,124830,584730,11845710,5039190,3666060,4454460,2200950,108963450,29006550,เพชรบูรณ์
21,404,หนองไผ่ - นาเฉลียง,51957750,3969375,383250,1295750,5876500,17136750,5675750,2080500,2783125,1387000,92545750,15439500,เพชรบูรณ์
21,405,นาเฉลียง - วังชมภู,37556538,15652736,175498,192212,1403983,16070588,9660738,5106151,5791429,7412694,99022567,10287516,เพชรบูรณ์
21,501,วังชมภู - บ้านโตก,27885078,28686623,309029,289715,622887,9642684,2718493,1400290,1134717,579430,73268946,12414292,เพชรบูรณ์
21,502,บ้านโตก - บุ่งน้ำเต้า,56794354,32346453,2081206,426271,1830458,63226033,4413160,3222108,3197033,1943295,169480371,44394880,เพชรบูรณ์
21,503,บุ่งน้ำเต้า - สักหลง,37900933,26600725,1268391,44349,736199,55889019,4346234,2048939,1898151,833767,131566707,21837608,เพชรบูรณ์
21,504,สักหลง - ด่านดู่,22217101,16804352,774669,436993,268155,23240061,566104,278086,238360,228428,65052309,17618747,เพชรบูรณ์
21,601,ด่านดู่ - โคกงาม,27576508,15427761,196741,213136,147556,15001489,934519,770568,737778,278716,61284772,27904409,เลย
21,602,โคกงาม - หนองบง,16460629,17237708,194270,104607,149438,10587704,3967587,2293878,1927754,1180563,54104138,8204163,เลย
21,603,หนองบง - ภูสวรรค์,44706295,1973190,154760,135415,241813,590023,1238080,483625,967250,396573,50887024,3375703,เลย
21,700,ภูสวรรค์ - เลย,16439600,3985800,321200,277400,386900,2905400,1985600,1124200,1007400,941700,29375200,7066400,เลย
22,100,อุดรธานี - หนองขาม,9652148,616828,40203,113717,161960,18039627,777639,397435,305542,336556,30441655,8740116,อุดรธานี
22,201,หนองขาม - หนองหาน,96147294,6144365,400471,1132760,1613325,179696924,7746248,3958939,3043577,3352512,303236415,87062330,อุดรธานี
22,202,หนองหาน - บ้านยา,27508064,24510765,3719277,3281715,5031963,41984074,8904387,8649142,7059334,5520574,136169295,24729546,อุดรธานี
22,301,บ้านยา - สว่างแดนดิน,45732141,24189988,701413,385777,1166099,65853932,3410622,1709695,1595715,1437897,146183279,31660038,สกลนคร
22,302,สว่างแดนดิน-สูงเนิน,59300846,30305098,105593,105593,2935476,207215065,13346914,3357847,4477129,1921787,323071348,22850255,สกลนคร
22,401,สูงเนิน - ท่าแร่,63501678,38533707,3484991,1567076,1438436,110794640,4806481,2970428,2654674,1754190,231506301,37422720,สกลนคร
22,402,ท่าแร่ - โชคอำนวย,16010272,8369479,156147,145737,822374,31479235,2581630,1238766,1717617,1977862,64499119,20476077,สกลนคร
22,501,โชคอำนวย-กุรุคุ,8702919,4549510,84879,79220,447029,17111591,1403332,673373,933668,1075133,35060654,11130456,นครพนม
22,502,กุรุคุ - นครพนม,42174366,41608005,8036467,5829612,3329812,12879831,9969907,8182940,4989836,4208648,141209424,20174170,นครพนม
23,100,บ้านไผ่  - ไพศาล,32228726,17128472,1787880,422057,1219275,20721817,6512571,3810235,3042326,2725784,89599143,20645612,ขอนแก่น
23,201,ไพศาล - บรบือ,42361389,46364116,2951408,1707187,3751954,22463496,14178334,11496989,13773239,6491169,165539281,14506268,มหาสารคาม
23,202,บรบือ - หนองจิก,24277355,28529897,2730656,1682084,2810756,7623992,6713774,6378813,6116670,7106988,93970985,14476119,มหาสารคาม
23,203,หนองจิก - ห้วยแอ่ง,63310725,66077852,1325614,572259,825792,51126670,6331072,2680202,1499465,1593634,195343285,34009594,มหาสารคาม
23,301,ห้วยแอ่ง - ร้อยเอ็ด,98864749,9765260,5876862,1327912,2935026,14586602,6224162,2444720,1573065,1811408,145409766,61540208,ร้อยเอ็ด
23,302,ร้อยเอ็ด - เสลภูมิ,61823712,63116156,758377,630200,907916,12646730,5992243,2040140,1911963,1634248,151461685,24278731,ร้อยเอ็ด
23,401,เสลภูมิ - ยโสธร,75975524,48919579,972798,863358,1787516,8828142,4341111,2261755,1848316,1070078,146868177,28746181,ยโสธร
23,402,ยโสธร - บ้านย่อ,17378783,3288749,201517,120910,257941,25729627,1100280,624701,374821,270032,49347361,13505636,ยโสธร
23,403,บ้านย่อ - บ้านสวน,74197952,71322146,918961,875715,886527,23547011,20844186,810848,778414,767602,194949362,23222672,ยโสธร
23,501,บ้านสวน - เขื่องใน,84975427,19591585,1465270,1711190,1680450,61910229,5215542,3699039,3155967,1362804,184767503,30412042,อุบลราชธานี
23,502,เขื่องใน - อุบลราชธานี,86137774,19859571,1485313,1734596,1703436,62757076,5286884,3749637,3199136,1381445,187294868,30828037,อุบลราชธานี
24,100,ทางต่างระดับสีคิ้ว - ซับประดู่,2110065,529980,8030,10950,178850,2433455,412815,320105,303315,379965,6687530,244915,นครราชสีมา
24,201,ซับประดู่ - สี่แยกปักธงชัย,80604483,20245236,306746,418290,6832070,92957981,15769533,12228011,11586633,14514663,255463646,9355753,นครราชสีมา
24,202,สี่แยกปักธงชัย - สี่แยกโชคชัย,29708133,27152763,3438514,3114520,3255614,27205020,10921723,10216253,9672780,10373024,135058344,16560259,นครราชสีมา
24,203,สี่แยกโชคชัย - หนองมัน,64152677,69606856,23390499,22681696,23822989,28664473,26826391,26465983,25757180,24928241,336296985,51165965,นครราชสีมา
24,301,หนองมัน - หนองกี่,15219531,5615065,808060,489926,897138,23729615,3133620,2914107,2500533,2163311,57470906,4711565,บุรีรัมย์
24,302,หนองกี่ - นางรอง,36335148,43855042,2311636,1339806,2245590,72745778,8199232,8661560,5698891,8897441,190290124,11010937,บุรีรัมย์
24,303,นางรอง - โคกตะแบก,14216390,17158603,904444,524209,878603,28462313,3208009,3388898,2229732,3481188,74452389,4308109,บุรีรัมย์
24,304,โคกตะแบก - ประโคนชัย,18641836,13996715,604742,508334,1472416,25416702,3409344,4312075,6494406,7029033,81885603,2410205,บุรีรัมย์
24,305,ประโคนชัย - จรอกใหญ่,12177863,8460925,2194705,1571140,1950170,11701019,3050579,3221754,1803449,4719533,50851137,10215466,บุรีรัมย์
24,401,จรอกใหญ่ - กระเทียม,29694133,22532702,2177462,935502,2419403,78211218,6838844,6951750,9661481,10790535,170213030,18129389,สุรินทร์
24,402,กระเทียม - ห้วยสำราญ,56677489,26316976,594638,220866,1291214,29528020,7271572,7985138,11705872,9123445,150715230,15528545,สุรินทร์
24,501,ห้วยสำราญ - แยกโคกตาล,28666867,4486218,279112,176998,530994,3111080,2961313,2546048,3689727,2049092,48497449,5201018,ศรีสะเกษ
24,502,แยกโคกตาล - หัวช้าง,23061373,3608987,224535,142388,427164,2502742,2382260,2048196,2968241,1648414,39014300,4184015,ศรีสะเกษ
24,601,หัวช้าง - แยกการช่าง,16948560,5381896,8823,8823,326443,23459772,3096796,4243757,4384922,4667251,62527043,5593643,ศรีสะเกษ
24,602,แยกการช่าง - นากระแซง,77325285,20312362,6770787,6272226,5821912,14570863,13026930,10501957,9794322,8314720,172711364,36089422,ศรีสะเกษ
